profile_id,text,department_true,department_pred,department_conf,seniority_true,seniority_pred,seniority_conf
158,grafiker konzept eins,Marketing,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
159,it hosting elitbir,Information Technology,Information Technology,0.9972929000895325,Professional,Lead,0.5342875214877517
160,vice president bogner construction company,Other,Sales,0.19118428464447124,Management,Management,0.9657650867590993
161,krankenhausgeschaftsfuhrer hospital management group gmbh,Other,Project Management,0.20701505586171343,Management,Senior,0.8804217036766894
162,co head of bid management ce atos information technology gmbh,Sales,Information Technology,0.2324901484594012,Lead,Lead,0.4254789906091286
163,leiter it service und betriebsmanagement go express logistics,Information Technology,Information Technology,0.6626825422686772,Lead,Lead,0.891237777013915
164,senior human resources consultant independent contractor,Consulting,Human Resources,0.8244636445052815,Senior,Senior,0.9294904894680791
165,senior legal advisor telenor,Other,Project Management,0.3140935730579219,Senior,Senior,0.8983371278002366
166,physiotherapeutin tz garsten,Other,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
167,research associate fraunhofer institute of machine tools and forming technology,Consulting,Marketing,0.1651667147600506,Junior,Junior,0.5703758101862441
168,geschaftsfuhrender gesellschafter medpirica,Other,Sales,0.19220838293750406,Management,Management,0.8260680613206886
169,finance director central europe harvey nash,Other,Sales,0.2601116585816829,Director,Director,0.9116869542258906
170,senior program analyst immigration u s department of labor,Other,Information Technology,0.21744348371680422,Senior,Junior,0.4331153747207927
171,betriebsleiter benteler distribution,Other,Sales,0.19721963342027432,Lead,Lead,0.46925717163400693
172,chief executive officer zf group,Other,Marketing,0.20044680649121513,Management,Management,0.8455203139392107
173,chief strategy officer cso mediaschneider ag,Other,Project Management,0.17362052383720888,Management,Management,0.9425040022883917
174,lead consultant seven principles ag,Consulting,Consulting,0.8757691444527457,Lead,Senior,0.7436174414450606
175,cto pmcs,Information Technology,Project Management,0.28442612152163244,Management,Management,0.7552917260727938
176,software developer avl,Information Technology,Information Technology,0.20599340643506897,Professional,Lead,0.40413442307025715
177,cto vejle brand,Information Technology,Project Management,0.3156695314550299,Management,Management,0.5624159634893604
178,vertrieb außendienst trierischer volksfreund,Sales,Sales,0.84680267034923,Professional,Lead,0.6784146996342918
179,projektkoordinator ace auto club europa e v,Project Management,Project Management,0.5422171899822539,Lead,Lead,0.4988507427958036
180,hoofd bouwbureau kroon de koning bv,Other,Marketing,0.33134468425736074,Lead,Lead,0.5249814006086996
181,head of package installation design igc siemens energy,Project Management,Sales,0.21063140692869656,Lead,Lead,0.931705335603658
182,director general sector and global programmes deutsche gesellschaft fur internationale zusammenarbeit gmbh,Other,Sales,0.206240649076294,Director,Director,0.7634765372156626
183,station manager at ground2air in palma de mallorca ground2air assistance,Other,Marketing,0.2294754439264148,Lead,Senior,0.8093234605366182
184,bereichs pdl st walburga krankenhaus meschede gmbh,Other,Sales,0.250601179373275,Lead,Lead,0.3594780295646011
185,geschaftsfuhrer sintec,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
186,geschaftsinhaber touchpoint communication ag,Other,Marketing,0.4780956263965066,Management,Lead,0.31344658586587987
187,geschaftsfuhrer cfo apogepha arzneimittel gmbh,Other,Sales,0.30508737297897215,Management,Management,0.9242324679691891
188,responsable des ressources humaines laboratoire sion,Human Resources,Information Technology,0.23098460913144955,Lead,Senior,0.7468731168208307
189,senior project leader alps alpine europe,Project Management,Project Management,0.7152998656524041,Lead,Senior,0.7501150264793667
190,editor publisher ygdrasil press,Other,Sales,0.18854638607078095,Professional,Lead,0.3939184125069296
191,selbststandig august gschwander transport gmbh,Other,Sales,0.250601179373275,Professional,Lead,0.39762787009002176
192,verwaltungsratsvorsitzender alium technology ag,Other,Project Management,0.20585248873941556,Management,Lead,0.35802205076941757
193,dozent ausbilder hwk erfurt,Other,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
194,teamleder arkitektur drift og sikkerhet it seksjonen vid vid vitenskapelige høgskole,Information Technology,Information Technology,0.9972929000895325,Lead,Lead,0.5342875214877517
195,mechanical engineer ami mechanical inc,Other,Project Management,0.3056085501220006,Professional,Senior,0.8715417362792531
196,dualer student winkelmann group,Other,Project Management,0.21410630881494686,Junior,Lead,0.35967936846159326
197,responsable technique ecole hoteliere de geneve ehg,Information Technology,Marketing,0.40460174885278527,Lead,Senior,0.8171689617181251
198,partner luxcenture,Business Development,Project Management,0.1712293145768787,Management,Management,0.3133758322936609
199,geschaftsfuhrer und podcast host mittelstars,Other,Sales,0.2767530688159382,Management,Management,0.9161130412735258
200,business consultant f henningsen aps,Consulting,Business Development,0.8403685766731588,Professional,Senior,0.8826220701557927
201,president of the board of directors instituto vladimir herzog,Other,Sales,0.21517643193539893,Management,Director,0.4327858700544877
202,landwirt landwirtschaft,Other,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
203,head of group capital markets raiffeisen bank international ag,Other,Sales,0.21857849764533635,Lead,Lead,0.6880180151219241
204,executive advisor frencon frosch engineering consulting,Consulting,Project Management,0.20916548461385098,Management,Senior,0.608898107502082
205,chairman of board of appeal and member of enlarged board of appeal european patent office,Other,Sales,0.2012919559269284,Management,Lead,0.4094149660079767
206,citrix systems engineer raymond james,Information Technology,Project Management,0.28037066697531976,Professional,Senior,0.7766967482684816
207,anesthesiemedewerker amsterdam umc,Other,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
208,managing director mikro technik plastics ag,Other,Sales,0.22025774409961044,Management,Director,0.9110267700983731
209,teamleiter logistik db schenker schweiz ag,Other,Sales,0.23288465968933955,Lead,Lead,0.7732551394947488
210,vertriebsdirektor vr payment gmbh,Sales,Sales,0.28082749960247655,Director,Director,0.4749054431536712
211,projektleder montera aps,Project Management,Sales,0.18854638607078095,Lead,Lead,0.43310793587396607
212,geschaftsfuhrer genussmomente fur digitales zusammensein,Other,Information Technology,0.2260301042603945,Management,Management,0.8585613731743333
213,geschaftsfuhrer bbht solutions s r l,Other,Sales,0.2517735548110833,Management,Management,0.965170574339549
214,ceo ing buro w meier gmbh,Other,Sales,0.2116122742997931,Management,Management,0.8091350030218979
215,gerente de comunicacao e marketing casas andre luiz,Marketing,Marketing,0.9960583874442944,Professional,Lead,0.5091631203057483
216,operadora de empilhadeira vidrados bs,Other,Marketing,0.33134468425736074,Professional,Lead,0.5249814006086996
217,beamter bpolak,Other,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
218,geschaftsfuhrer finanzen karwendel werke huber gmbh co kg,Other,Sales,0.26746092031960217,Management,Management,0.737438425557412
219,ceo a rosa kreuzfahrten,Other,Information Technology,0.18011184994832774,Management,Management,0.9910130793046281
220,masterblaster beppe spadacini,Other,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
221,algemeen directeur de taxatheek,Other,Marketing,0.3152821055419722,Management,Lead,0.41750955208654617
222,executive director jpmorgan chase co,Other,Sales,0.19553665303694337,Management,Director,0.9688148612507995
223,student records manager bournemouth university,Administrative,Sales,0.20019670342559098,Lead,Senior,0.953279790657617
224,supply chain lead master planning enough,Other,Sales,0.19045256564699445,Lead,Senior,0.41698396800575055
225,chief executive officer switch gmbh,Other,Marketing,0.17752048700606463,Management,Management,0.8484793709351137
226,information technology business analyst triad technologies llc,Information Technology,Business Development,0.8201696305195413,Professional,Junior,0.7068020145506463
227,global vp and head of sustainability innovation sap,Other,Information Technology,0.7076745032099141,Management,Management,0.5161413164877425
228,sr application software engineer apple,Information Technology,Project Management,0.2992614292802023,Senior,Senior,0.74281382279204
229,vorstandsvorsitzender eikona ag,Other,Project Management,0.2607941322009862,Management,Lead,0.356558667887634
230,private equity investments principal vermogensverwaltung ag,Other,Project Management,0.20463933515928118,Professional,Lead,0.3545839070676474
231,devops orchestration manager university of central lancashire,Information Technology,Sales,0.2906635117819511,Professional,Senior,0.8535447650109542
232,leiter expansion und projektentwicklung spar osterreich,Project Management,Project Management,0.23929529982895298,Lead,Lead,0.9203047070009761
233,legal services st louis law partnership,Other,Sales,0.17314957784522123,Professional,Lead,0.44983161100200203
234,head of marketing promoting label free cell analysis technology amphasys,Marketing,Marketing,0.8308587353715751,Lead,Lead,0.9049477922398251
235,kfz mechatroniker autohaus walter mulfinger gmbh,Other,Sales,0.250601179373275,Professional,Lead,0.37469041958358157
236,grafik designer heussinger de,Marketing,Marketing,0.24294739372080296,Professional,Lead,0.43367219015641006
237,chief technology officer solid technology solutions,Information Technology,Information Technology,0.19711418219112953,Management,Management,0.8129959214511981
238,manager regional key accounts americas qatar airways,Sales,Sales,0.397029876985761,Professional,Senior,0.8703739664001046
239,digital project managerin marketing ge healthcare,Marketing,Marketing,0.39757298142890835,Professional,Senior,0.7804770021511537
240,mediaberater dps fachzeitschrift f schadlingsbekampfung salesmanager dps pest control magazine beckmann verlag,Sales,Sales,0.30029175136550706,Professional,Lead,0.49216023669645337
242,head of logistics european union mission in armenia,Other,Project Management,0.20029843559968255,Lead,Lead,0.8643831031033424
243,data analyst axro gmbh,Information Technology,Information Technology,0.18844790991578125,Professional,Junior,0.8182681362870144
244,manager program management engineering western digital,Project Management,Information Technology,0.556083621858659,Professional,Senior,0.9790506171029818
245,kfm prokurist wevg salzgitter gmbh co kg,Other,Sales,0.29667128642339313,Management,Lead,0.415532617826981
246,founding partner ibd integrated business design,Other,Business Development,0.7945459464879621,Management,Senior,0.29138272668168336
247,directeur de la construction edusco construction,Other,Marketing,0.298844486708188,Director,Lead,0.3569659499409845
248,chief executive officer curaleaf,Other,Marketing,0.19271355705410148,Management,Management,0.8571919649158127
249,director of business development m h windows decor pvt ltd,Business Development,Business Development,0.9273970074445949,Director,Director,0.9862359404305028
250,neutraubling scheck lagerhaus transporte gmbh,Other,Sales,0.250601179373275,Professional,Lead,0.3594780295646011
251,abteilungsdirektor vertrieb alte oldenburger krankenversicherung ag,Sales,Sales,0.7159061714152639,Director,Director,0.36484102833107884
252,data analyst sustainable fund finance tetrao,Other,Information Technology,0.22005717275910422,Professional,Junior,0.8151313917105408
253,kundansvarig itsy,Sales,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
254,geschaftsfuhrer falkensteg,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
255,referatsleiter burgeramt bremen,Other,Sales,0.18854638607078095,Lead,Lead,0.43310793587396607
256,global it solution architect supply chain transportation evonik,Information Technology,Information Technology,0.6257971534906943,Professional,Senior,0.3221958106249183
257,bilgisayar muhendisi google,Information Technology,Sales,0.18704577531490493,Professional,Lead,0.4259482144953547
258,leiterin e commerce musik hug ag,Marketing,Sales,0.19596619889631955,Lead,Lead,0.8035165079817074
259,buroleiter agentur rinn,Administrative,Sales,0.20277004899155296,Lead,Lead,0.47479165736491963
260,managing director eagle international logistics,Other,Sales,0.23493676637688185,Management,Director,0.9847690461149682
261,ppa head of treasury insurance tmd friction,Other,Sales,0.23001778729665825,Lead,Lead,0.8886012855143065
262,sourcing specialist grundfos,Purchasing,Marketing,0.31986259852444227,Professional,Senior,0.3748608219077964
263,marketing vertriebsmanager irsara gmbh,Marketing,Marketing,0.8168334362222754,Lead,Lead,0.3742593841740284
264,secretary nvidia,Administrative,Sales,0.18854638607078095,Professional,Lead,0.43310793587396607
