profile_id,text,department_true,department_pred,department_conf,seniority_true,seniority_pred,seniority_conf
85,inside sales,Sales,Sales,0.9762685267905764,Senior,Lead,0.44999068746151805
86,key account manager,Sales,Sales,0.8625819815854704,Senior,Senior,0.9820645729864075
87,dr,Other,Sales,0.18854638607078095,Senior,Lead,0.3916513721835998
88,ingenieur,Information Technology,Sales,0.19233830259336837,Senior,Lead,0.43310793587396607
89,managing director,Other,Sales,0.2407556881151983,Management,Director,0.9989187342413034
90,berufskraftfahrer,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
91,head of glass technology,Other,Information Technology,0.23662254458020207,Lead,Lead,0.9794353444150851
92,kaltetechniker,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
93,key account manager,Sales,Sales,0.8625819815854704,Senior,Senior,0.9820645729864075
94,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
95,accounting manager,Other,Sales,0.274865246724202,Lead,Senior,0.9999987695614801
96,interims technical manager,Information Technology,Sales,0.21532805722512838,Lead,Senior,0.9913907677421339
97,project manager,Project Management,Project Management,0.9717694929275587,Senior,Senior,0.9897895022255943
98,management consultant information security and privacy,Consulting,Consulting,0.7443719215710297,Senior,Senior,0.919820757427495
99,buroleiter pressesprecher,Administrative,Sales,0.20277004899155296,Lead,Lead,0.47479165736491963
100,titolare,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
101,departementssekretar finanz,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
102,managing director,Other,Sales,0.2407556881151983,Management,Director,0.9989187342413034
103,officer,Administrative,Information Technology,0.1872931047742407,Senior,Management,0.9341037064766393
104,senior berater,Consulting,Consulting,0.924507217203715,Senior,Senior,0.8796524531174015
105,lehrbeauftragter,Consulting,Sales,0.18854638607078095,Lead,Lead,0.43310793587396607
106,manager mergers acquisitions,Other,Sales,0.24177362922627593,Senior,Senior,0.9476377153482605
107,technical transfer leader,Consulting,Sales,0.2099597118870438,Lead,Lead,0.37790106155804587
108,account manager sælger helly hansen workwear sjælland bornholm,Sales,Sales,0.8746064440432832,Senior,Senior,0.9965929519285559
109,geschaftsfuhrender gesellschafter,Other,Sales,0.19220838293750406,Management,Management,0.8260680613206886
110,director,Other,Sales,0.28335753203946296,Director,Director,0.9999999536441299
111,lab mgr,Other,Sales,0.20977101446049573,Lead,Lead,0.42097932500346685
112,unternehmensinhaber,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
113,board member cfo asset management,Other,Project Management,0.19399337255870833,Management,Senior,0.7140989419931656
114,ceo,Other,Information Technology,0.18011184994832774,Management,Management,0.9910130793046281
115,finance aws global private pricing,Other,Information Technology,0.24439194825728122,Senior,Lead,0.3534587477048661
116,software developer,Information Technology,Information Technology,0.20599340643506897,Senior,Lead,0.40413442307025715
117,vice president global head order processing prokurist,Other,Sales,0.24199707240639415,Management,Management,0.8214088199225882
118,nailartist,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
119,ceo morgenpost tag 24 vertriebsleiter sachsische zeitung lesermark ceo mvd okoflitzer,Other,Sales,0.47169257641803936,Lead,Management,0.9450789434426854
120,styreleder partner,Other,Project Management,0.1712293145768787,Management,Management,0.3133758322936609
121,vertriebsleiter,Sales,Sales,0.9719506612662732,Lead,Lead,0.9882231755831602
122,director of sales,Sales,Sales,0.9691563572228256,Director,Director,0.998579097516422
123,industriekauffrau,Administrative,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
124,projektleiter qualitat hv batterie,Project Management,Project Management,0.9656133237287488,Lead,Lead,0.8117751777174483
125,global director head of portfolio and business development global service,Business Development,Business Development,0.6771817147100995,Director,Director,0.841294136424391
126,betreuer,Customer Support,Sales,0.18913063257049567,Senior,Lead,0.43310793587396607
127,summer camp counselor,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
128,project lead for swap re engineering project,Project Management,Project Management,0.9094669042679658,Lead,Senior,0.4735193870435613
129,kanzler cfo,Other,Sales,0.18854638607078095,Management,Lead,0.37482814472059023
130,manager purchasing,Purchasing,Purchasing,0.9503478802782993,Senior,Senior,0.9612188009740809
131,personalleiter,Human Resources,Sales,0.18854638607078095,Lead,Lead,0.43310793587396607
132,assistant director of prospect management and data analytics,Other,Project Management,0.21061030561971972,Director,Director,0.6914866872543366
133,klavierlehrer korrepetitor,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
134,managing partner group managing board,Other,Sales,0.18210207951936339,Management,Senior,0.5225342798567103
135,manager,Other,Sales,0.274865246724202,Senior,Senior,0.9999987695614801
136,founder and senior partner,Consulting,Project Management,0.1721769448241204,Management,Management,0.40862600397026827
137,vorsitzender des vorstandes,Other,Information Technology,0.2190006082062552,Management,Management,0.864081310445656
138,head of engineering,Information Technology,Information Technology,0.2511944202911333,Lead,Lead,0.9746803813533845
139,oberarzt uc,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
140,district sales manager,Sales,Sales,0.9423254606588578,Lead,Senior,0.9749246137442886
141,assistant treasurer real estate,Other,Marketing,0.1901216187139902,Junior,Senior,0.4744002793441923
142,managing dircector,Other,Sales,0.19700536681650016,Management,Senior,0.3844056491251928
143,director of business analysts and special projects,Information Technology,Business Development,0.6858092817134731,Director,Director,0.9506648412650226
144,robotertechniker,Information Technology,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
145,oo koordinator fur das team der bereiche beschlagwortung zustellproblem,Purchasing,Information Technology,0.17657070157111268,Lead,Lead,0.45383936582709405
146,head of content workflows,Marketing,Information Technology,0.2806535811306818,Lead,Lead,0.9042119936302654
147,scierie collignon,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
148,godsejer,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
149,senior microsoft 365 engineer,Information Technology,Project Management,0.2668189080080002,Senior,Senior,0.9561638478452692
150,product manager online catalog shop,Other,Marketing,0.25381696885194965,Senior,Senior,0.9167670055093938
151,diplom bauingenieur,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
152,executive director marketing strategy director,Marketing,Marketing,0.7128016723280771,Management,Director,0.9986816427603955
153,leiter controlling und rechnungswesen,Other,Sales,0.3053489125114882,Lead,Lead,0.9385317772676641
154,president,Other,Sales,0.20173861510790128,Management,Management,0.9427600163266907
155,architektin fachgebietsleitung technisches und strategisches gebaudemanagement,Project Management,Marketing,0.25941367937899296,Lead,Lead,0.5253553642920064
156,shop manager,Administrative,Sales,0.274865246724202,Lead,Senior,0.9999987695614801
157,co ceo,Other,Information Technology,0.19503441800781704,Management,Management,0.9796348387272478
158,grafiker,Marketing,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
159,it hosting,Information Technology,Information Technology,0.9972929000895325,Senior,Lead,0.5342875214877517
160,vice president,Other,Sales,0.19976553382783788,Management,Management,0.9976817131323098
161,krankenhausgeschaftsfuhrer,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
162,co head of bid management ce,Sales,Information Technology,0.2185155769628296,Lead,Lead,0.4734563688433913
163,leiter it service und betriebsmanagement,Information Technology,Information Technology,0.8030384840786768,Lead,Lead,0.9465922079054874
164,senior human resources consultant,Consulting,Human Resources,0.8244636445052815,Senior,Senior,0.9294904894680791
165,senior legal advisor,Other,Project Management,0.3140935730579219,Senior,Senior,0.8983371278002366
166,physiotherapeutin,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
167,research associate,Consulting,Project Management,0.20752723514006288,Junior,Junior,0.8435090235739792
168,geschaftsfuhrender gesellschafter,Other,Sales,0.19220838293750406,Management,Management,0.8260680613206886
169,finance director central europe,Other,Sales,0.2601116585816829,Director,Director,0.9116869542258906
170,senior program analyst immigration,Other,Information Technology,0.19589501345500024,Senior,Junior,0.5844192152035971
171,betriebsleiter,Other,Sales,0.18854638607078095,Lead,Lead,0.5516702823361965
172,chief executive officer,Other,Marketing,0.19271355705410148,Management,Management,0.8571919649158127
173,chief strategy officer cso,Other,Marketing,0.1696104810448589,Management,Management,0.9433835682964404
174,lead consultant,Consulting,Consulting,0.9916206164395904,Lead,Senior,0.9203812257394614
175,cto,Information Technology,Project Management,0.28442612152163244,Management,Management,0.7552917260727938
176,software developer,Information Technology,Information Technology,0.20599340643506897,Senior,Lead,0.40413442307025715
177,cto,Information Technology,Project Management,0.28442612152163244,Management,Management,0.7552917260727938
178,vertrieb außendienst,Sales,Sales,0.84680267034923,Senior,Lead,0.6784146996342918
179,projektkoordinator,Project Management,Project Management,0.7125908078254298,Lead,Lead,0.43310793587396607
180,hoofd bouwbureau,Other,Sales,0.18854638607078095,Lead,Lead,0.43310793587396607
181,head of package installation design igc,Project Management,Information Technology,0.2536363364417954,Lead,Lead,0.9722559343568989
182,director general sector and global programmes,Other,Purchasing,0.19803676791702482,Director,Director,0.8690454565349016
183,station manager at ground2air in palma de mallorca,Other,Marketing,0.2351062989755104,Lead,Senior,0.8918857056213689
184,bereichs pdl,Other,Sales,0.18854638607078095,Lead,Lead,0.43310793587396607
185,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
186,geschaftsinhaber,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
187,geschaftsfuhrer cfo,Other,Sales,0.2862906362490686,Management,Management,0.9546340864030134
188,responsable des ressources humaines,Human Resources,Information Technology,0.23098460913144955,Lead,Senior,0.7468731168208307
189,senior project leader,Project Management,Project Management,0.7772309144951653,Lead,Senior,0.7360858348721625
190,editor publisher,Other,Sales,0.18854638607078095,Senior,Lead,0.3939184125069296
191,selbststandig,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
192,verwaltungsratsvorsitzender,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
193,dozent ausbilder,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
194,teamleder arkitektur drift og sikkerhet it seksjonen vid,Information Technology,Information Technology,0.9972929000895325,Lead,Lead,0.5342875214877517
195,mechanical engineer,Other,Project Management,0.3056085501220006,Senior,Senior,0.8715417362792531
196,dualer student,Other,Project Management,0.21998334876406386,Junior,Lead,0.43797393844872073
197,responsable technique,Information Technology,Marketing,0.3228274248490743,Lead,Senior,0.8397612443461927
198,partner,Business Development,Project Management,0.1712293145768787,Management,Management,0.3133758322936609
199,geschaftsfuhrer und podcast host,Other,Sales,0.2767530688159382,Management,Management,0.9161130412735258
200,business consultant,Consulting,Business Development,0.8403685766731588,Senior,Senior,0.8826220701557927
201,president of the board of directors,Other,Sales,0.21517643193539893,Management,Director,0.4327858700544877
202,landwirt,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
203,head of group capital markets,Other,Sales,0.22168556092388472,Lead,Lead,0.7907895088916383
204,executive advisor,Consulting,Project Management,0.24886366217131953,Management,Senior,0.7360013895121879
205,chairman of board of appeal and member of enlarged board of appeal,Other,Sales,0.20553117527498177,Management,Lead,0.406416947314924
206,citrix systems engineer,Information Technology,Project Management,0.28037066697531976,Senior,Senior,0.7766967482684816
207,anesthesiemedewerker,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
208,managing director,Other,Sales,0.2407556881151983,Management,Director,0.9989187342413034
209,teamleiter logistik,Other,Sales,0.2510839763666772,Lead,Lead,0.866526930384559
210,vertriebsdirektor,Sales,Sales,0.2519987800972238,Director,Director,0.5284782464788478
211,projektleder,Project Management,Sales,0.18854638607078095,Lead,Lead,0.43310793587396607
212,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
213,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
214,ceo,Other,Information Technology,0.18011184994832774,Management,Management,0.9910130793046281
215,gerente de comunicacao e marketing,Marketing,Marketing,0.9960583874442944,Senior,Lead,0.5091631203057483
216,operadora de empilhadeira,Other,Marketing,0.33134468425736074,Senior,Lead,0.5249814006086996
217,beamter,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
218,geschaftsfuhrer finanzen,Other,Sales,0.2862906362490686,Management,Management,0.9111225108813279
219,ceo,Other,Information Technology,0.18011184994832774,Management,Management,0.9910130793046281
220,masterblaster,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
221,algemeen directeur,Other,Marketing,0.22314265670383063,Management,Lead,0.3474795358031026
222,executive director,Other,Sales,0.20067631167651287,Management,Director,0.9885189165397472
223,student records manager,Administrative,Sales,0.20019670342559098,Lead,Senior,0.953279790657617
224,supply chain lead master planning,Other,Sales,0.19045256564699445,Lead,Senior,0.41698396800575055
225,chief executive officer,Other,Marketing,0.19271355705410148,Management,Management,0.8571919649158127
226,information technology business analyst,Information Technology,Business Development,0.8935410348475279,Senior,Junior,0.7862008340960824
227,global vp and head of sustainability innovation,Other,Information Technology,0.3316080111889798,Management,Management,0.6377478479742229
228,sr application software engineer,Information Technology,Project Management,0.2992614292802023,Senior,Senior,0.74281382279204
229,vorstandsvorsitzender,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
230,private equity investments,Other,Sales,0.19613859144900772,Senior,Lead,0.4527685003369919
231,devops orchestration manager,Information Technology,Sales,0.274865246724202,Senior,Senior,0.9481509659150354
232,leiter expansion und projektentwicklung,Project Management,Project Management,0.26471146042530447,Lead,Lead,0.9455067058311671
233,legal services,Other,Information Technology,0.16582941014311828,Senior,Lead,0.4950970815973092
234,head of marketing promoting label free cell analysis technology,Marketing,Marketing,0.8308587353715751,Lead,Lead,0.9049477922398251
235,kfz mechatroniker,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
236,grafik designer,Marketing,Sales,0.1871092443533572,Senior,Lead,0.38929134682409994
237,chief technology officer,Information Technology,Information Technology,0.18328550466595914,Management,Management,0.9058095211288806
238,manager regional key accounts americas,Sales,Sales,0.397029876985761,Senior,Senior,0.8703739664001046
239,digital project managerin marketing,Marketing,Marketing,0.4114769596598588,Senior,Senior,0.8506662003003896
240,mediaberater dps fachzeitschrift f schadlingsbekampfung salesmanager dps pest control magazine,Sales,Sales,0.30029175136550706,Senior,Lead,0.49216023669645337
242,head of logistics,Other,Sales,0.2095395858950142,Lead,Lead,0.9726188099044386
243,data analyst,Information Technology,Information Technology,0.18743846544613588,Senior,Junior,0.8977609770803251
244,manager program management engineering,Project Management,Information Technology,0.23705169948791543,Senior,Senior,0.9940912551422519
245,kfm prokurist,Other,Sales,0.308993968381449,Management,Lead,0.5753834682300921
246,founding partner,Other,Project Management,0.1712293145768787,Management,Management,0.29799864942015203
247,directeur de la construction,Other,Marketing,0.298844486708188,Director,Lead,0.3693025357949184
248,chief executive officer,Other,Marketing,0.19271355705410148,Management,Management,0.8571919649158127
249,director of business development,Business Development,Business Development,0.9799713843282325,Director,Director,0.9862359404305028
250,neutraubling,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
251,abteilungsdirektor vertrieb,Sales,Sales,0.8684828105555067,Director,Director,0.5427622844362736
252,data analyst sustainable fund finance,Other,Information Technology,0.22005717275910422,Senior,Junior,0.8151313917105408
253,kundansvarig,Sales,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
254,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
255,referatsleiter,Other,Sales,0.18854638607078095,Lead,Lead,0.43310793587396607
256,global it solution architect supply chain transportation,Information Technology,Information Technology,0.6257971534906943,Senior,Senior,0.3221958106249183
257,bilgisayar muhendisi,Information Technology,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
258,leiterin e commerce,Marketing,Sales,0.232146577119783,Lead,Lead,0.9083526789514788
259,buroleiter,Administrative,Sales,0.20277004899155296,Lead,Lead,0.47479165736491963
260,managing director,Other,Sales,0.2407556881151983,Management,Director,0.9989187342413034
261,ppa head of treasury insurance,Other,Sales,0.23001778729665825,Lead,Lead,0.8886012855143065
262,sourcing specialist,Purchasing,Marketing,0.31986259852444227,Senior,Senior,0.3748608219077964
263,marketing vertriebsmanager,Marketing,Marketing,0.9190703235421355,Lead,Junior,0.4509506622059625
264,secretary,Administrative,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
265,tanzer entertainer dj,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
266,founder owner,Other,Sales,0.19532879751301224,Management,Management,0.996371422273084
267,marketplace manager online shop manager,Sales,Marketing,0.30244770034752577,Senior,Senior,0.9977334410312284
268,vorsitzender des vorstandes ceo,Other,Information Technology,0.21359939702928946,Management,Management,0.9833847506206639
269,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
270,teamleiter disposition fahrzeuge und stv ressourcenplaner,Other,Sales,0.29950396812490687,Lead,Lead,0.9433576366165488
271,media communication intern,Marketing,Marketing,0.5137350854522466,Junior,Lead,0.3587596571906147
272,account manager,Sales,Sales,0.8746064440432832,Senior,Senior,0.9965929519285559
273,head of marketing communications emea oxford instruments group,Marketing,Marketing,0.9406757533599562,Lead,Lead,0.8769130547336829
274,unternehmensinhaber,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
275,marktondersteuning,Sales,Sales,0.18854638607078095,Junior,Lead,0.43310793587396607
276,director code nomads amsterdam,Information Technology,Sales,0.28335753203946296,Director,Director,0.9999999536441299
277,senior customer care representative,Customer Support,Sales,0.1781097327079691,Senior,Senior,0.627976540831269
278,koch,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
279,cto,Information Technology,Project Management,0.28442612152163244,Management,Management,0.7552917260727938
280,group design strategy targets,Other,Information Technology,0.2061120061363499,Senior,Lead,0.3261318207410287
281,ceo,Other,Information Technology,0.18011184994832774,Management,Management,0.9910130793046281
282,managing director,Other,Sales,0.2407556881151983,Management,Director,0.9989187342413034
283,assistant manager,Other,Marketing,0.22049710464514483,Lead,Senior,0.988649610759116
284,operations director,Other,Other,0.9117106402589195,Director,Director,0.9823798225526711
285,technische assistenz,Administrative,Administrative,0.7068390988037931,Junior,Lead,0.5974526933931404
286,lead consultant,Consulting,Consulting,0.9916206164395904,Lead,Senior,0.9203812257394614
287,geschaftsfuhrender gesellschafter,Other,Sales,0.19220838293750406,Management,Management,0.8260680613206886
288,head of it services operations management,Information Technology,Other,0.48403526614462405,Lead,Lead,0.5131672807437759
289,teamleader it operations management,Information Technology,Information Technology,0.4638437252790127,Lead,Senior,0.5444912429581481
290,vertrieb,Sales,Sales,0.9993795360986835,Senior,Lead,0.7703020528617018
291,technischer experte fur stellwerkstechnik,Information Technology,Purchasing,0.2117022538464044,Senior,Lead,0.3697862312880593
292,hr manager,Human Resources,Human Resources,0.9637908387590207,Senior,Senior,0.9034663779981004
293,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
294,operation supervisor,Other,Sales,0.2157348199965024,Lead,Lead,0.43736837698842296
295,leiter rechnungswesen und finanzen,Other,Sales,0.2862722183387309,Lead,Lead,0.9521707552028571
296,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
297,konstrukteur,Other,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
298,projektleiter in der engineering it,Information Technology,Information Technology,0.3988090496782927,Lead,Lead,0.7848298206460956
299,retail marketing management,Marketing,Marketing,0.8143469606573074,Senior,Senior,0.8811506004620728
300,außendienstspezialist,Sales,Sales,0.18854638607078095,Senior,Lead,0.43310793587396607
301,ruby fullstack developer,Information Technology,Sales,0.18940686129568277,Senior,Lead,0.3754904393438976
302,ceo,Other,Information Technology,0.18011184994832774,Management,Management,0.9910130793046281
303,chef de projet senior,Project Management,Information Technology,0.30152032370677245,Senior,Lead,0.5646770135561404
304,kaufmannischer leiter,Administrative,Project Management,0.26619168625294126,Lead,Lead,0.9283810429504239
305,country manager czech republic and slovakia,Other,Marketing,0.1788370465547717,Lead,Senior,0.9213435153062278
306,unternehmensinhaber,Other,Sales,0.18854638607078095,Management,Lead,0.43310793587396607
307,geschaftsfuhrer,Other,Sales,0.2862906362490686,Management,Management,0.9984099749604972
308,group ceo,Other,Information Technology,0.21804071086711993,Management,Management,0.9574711668325652
309,associate consultant,Consulting,Consulting,0.9745855280979957,Junior,Junior,0.4851957183219929
